# Accelerometer Data File
# Started @Mon Jul 18 22:39:18 CEST 2016
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: 3-axis Accelerometer sensor
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
2.546 -2.839 -1.086 10
3.179 -2.564 -0.736 10
3.267 -2.049 -0.732 10
3.086 -1.534 -0.512 10
2.631 -0.915 -0.633 10
1.661 -0.625 -0.389 10
0.142 -0.787 0.184 10
-0.811 -0.604 0.648 10
-1.29 -0.242 0.695 10
-1.557 0.074 0.479 10
-1.919 0.575 -0.102 10
-2.468 1.267 -0.687 10
-3.126 1.847 -1.282 10
-3.943 1.447 -3.394 10
-4.195 -1.17 -3.701 10
-3.749 -3.984 -4.943 10
-3.418 -5.887 -4.949 10
-2.921 -4.677 1.294 10
-2.732 -2.641 4.595 10
-2.614 -2.066 5.446 10
-2.818 -1.661 4.367 10
-4.493 -0.547 0.026 10
-6.508 -0.191 -0.691 10
-6.15 -1.921 3.686 10
-4.484 -3.048 4.516 10
-2.148 -3.993 4.814 10
-0.235 -3.904 5.487 10
1.58 -3.496 4.594 10
4.129 -4.008 -2.122 10
7.396 -2.461 -2.591 10
7.682 -0.87 0.158 10
6.19 -0.344 2.108 10
4.554 -0.094 4.181 10
3.228 0.311 5.254 10
2.155 1.004 4.177 10
1.474 1.903 2.165 10
1.249 2.661 0.724 10
1.107 3.119 -0.416 10
0.944 3.557 -1.383 10
0.54 3.839 -2.408 10
-0.099 3.955 -3.555 10
-1.555 3.887 -4.01 10
-2.761 3.576 -3.35 10
-2.123 2.563 -1.395 10
-0.971 1.126 1.08 10
-0.029 0.755 2.221 10
0.412 1.067 2.017 10
0.5 1.288 1.151 10
0.149 1.004 -1.626 10
-0.089 0.24 -5.066 10
0.134 0.595 -4.784 10
0.586 1.32 -1.995 10
0.864 1.412 0.341 10
1.044 0.822 1.694 10
1.129 -0.035 2.171 10
1.206 -0.505 2.066 10
1.37 -0.73 1.472 10
1.672 -1.123 0.911 10
