# Accelerometer Data File
# Started @Wed Jul 20 19:49:50 CEST 2016
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: 3-axis Accelerometer sensor
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-0.494 -0.714 -0.401 9
-0.393 -0.634 -0.352 10
-0.258 -0.527 -0.205 10
-0.129 -0.509 -0.046 10
0.003 -0.527 0.001 10
0.158 -0.431 -0.059 10
0.134 -0.44 -0.131 10
0.12 -0.396 -0.359 10
0.22 -0.408 -0.194 10
0.362 -0.462 -0.019 10
0.412 -0.424 0.103 10
0.293 -0.244 0.601 10
0.169 0.193 0.868 10
0.014 0.579 1.109 10
0.013 1.081 1.42 10
0.296 1.706 1.701 10
0.559 2.268 2.16 10
0.77 2.679 2.444 10
0.943 2.988 2.837 10
1.082 3.129 3.001 10
0.922 3.126 2.632 10
0.605 3.167 2.067 10
0.51 3.118 1.464 10
0.528 2.857 1.05 10
0.665 2.546 1.006 10
0.883 2.214 1.103 10
1.036 1.915 1.053 10
1.087 1.473 0.956 10
0.935 0.938 0.671 10
0.557 0.465 0.268 10
0.14 0.074 -0.223 10
-0.253 -0.278 -0.839 10
-0.546 -0.595 -1.401 10
-0.836 -0.82 -1.727 10
-1.02 -1.013 -1.821 10
-1.142 -1.214 -1.682 10
-1.019 -1.385 -1.462 10
-0.9 -1.514 -1.428 10
-0.844 -1.621 -1.5 10
-0.751 -1.7 -1.549 10
-0.65 -1.72 -1.678 10
-0.525 -1.78 -1.829 10
-0.498 -1.783 -1.896 10
-0.483 -1.76 -1.931 10
-0.469 -1.679 -1.772 10
